id,label,fl_0,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fs_0,fs_1,fo_0,fo_1
100385,1,11,2,1,3,2,1,1,1,3,0,0,0,16,1,1,0
100388,1,11,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
100389,1,10,2,0,2,2,1,0,0,4,0,0,0,16,1,1,0
100390,1,10,2,0,2,3,1,0,0,3,0,0,0,16,1,1,0
100391,1,11,2,0,2,3,1,0,1,3,1,0,0,16,1,1,0
100392,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
100393,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
100394,1,11,2,1,3,4,1,2,0,1,-2,0,0,16,1,1,0
100395,1,12,2,1,2,18,1,5,0,2,-5,0,0,16,1,1,0
100396,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
100397,1,11,2,1,2,2,1,1,0,3,-1,0,0,16,1,1,0
100398,1,11,2,0,2,3,1,0,0,3,0,0,0,16,1,1,0
100400,1,10,2,3,2,2,1,0,0,3,0,0,0,16,1,1,0
100433,1,10,2,1,2,2,1,1,0,3,-1,0,0,16,1,1,0
100446,2,28,2,1,1,3,0,0,0,6,0,0,0,16,1,0,0
100489,-1,8,3,1,0,6,1,1,1,0,0,1,1,1,0,0,0
103123,-1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0
104243,-1,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0
105282,1,11,0,2,1,1,0,1,1,4,0,0,0,3,0,1,1
105736,-1,0,0,2,5,1,0,0,1,6,1,0,0,4,0,0,0
105744,-1,0,0,2,9,2,1,0,0,3,0,0,0,3,0,0,0
105769,-1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
105771,-1,0,0,0,0,1,0,1,0,0,-1,0,0,3,0,0,0
105791,-1,8,0,0,0,0,0,0,1,0,1,1,0,3,1,1,0
105994,-1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0
106075,-1,10,1,0,1,1,0,7,1,2,-6,0,0,3,0,1,0
106300,-1,6,0,1,2,0,2,3,1,2,-2,0,0,3,0,1,0
106328,-1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0
106522,-1,2,0,0,3,8,0,2,0,6,-2,0,0,4,0,0,0
106578,-1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
106671,-1,2,0,0,6,0,0,166,2,1,-164,2,0,1,0,0,0
106741,-1,4,0,1,6,0,0,165,2,0,-163,2,0,0,0,0,0
106854,-1,0,4,2,4,5,0,0,0,17,0,0,0,47,0,0,0
107206,-1,1,0,1,1,2,0,2,1,0,-1,1,0,7,0,0,0
107471,1,17,0,0,3,6,0,0,1,6,1,0,0,5,0,2,0
107484,2,12,3,3,8,12,0,0,3,7,3,0,0,3,0,1,0
107488,2,22,4,4,13,17,0,3,5,8,2,0,0,3,0,1,0
107500,1,18,1,2,4,8,0,0,1,6,1,0,0,5,0,2,0
107501,1,16,0,2,3,8,0,4,0,8,-4,0,0,5,0,2,0
107503,1,18,1,2,4,8,0,0,1,6,1,0,0,5,0,2,0
107523,1,17,0,0,3,6,0,0,1,6,1,0,0,5,0,2,0
107524,1,12,0,1,4,8,0,4,1,5,-3,0,0,5,0,2,0
107547,1,9,0,1,0,1,0,3,2,2,-1,1,0,1,1,3,0
107549,-1,4,0,1,2,1,0,7,0,1,-7,0,0,2,1,1,0
107566,1,11,1,0,3,0,0,0,1,7,1,0,0,3,0,2,0
107576,2,26,0,1,12,0,0,6,14,17,8,0,0,3,0,2,0
107672,2,28,0,0,16,1,0,12,18,15,6,1,0,3,0,2,0
107714,1,6,1,3,2,5,0,2,1,1,-1,1,0,0,0,2,0
107744,1,16,0,1,4,8,0,0,1,6,1,0,0,5,0,2,0
107757,1,14,1,1,3,8,0,2,1,5,-1,0,0,5,0,2,0
108006,2,12,1,1,0,3,0,5,8,3,3,2,2,10,1,1,0
108013,-1,2,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0
108055,-1,2,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0
108184,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
108399,-1,21,1,2,7,3,1,41,0,68,-41,0,0,76,1,1,0
108714,-1,3,2,1,2,2,0,2,0,1,-2,0,0,2,0,0,0
108920,-1,2,1,0,1,1,1,0,0,12,0,0,0,1,1,0,0
109105,-1,3,1,1,1,3,1,6,0,24,-6,0,0,21,1,0,0
109133,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109135,1,8,0,1,0,0,0,3,1,1,-2,1,0,3,1,2,0
109136,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109137,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109186,1,9,1,1,3,0,0,0,2,6,2,0,0,3,0,2,0
109239,1,15,0,0,5,0,0,0,4,4,4,1,0,3,0,2,0
109406,-1,2,0,2,3,2,0,0,1,0,1,1,0,1,0,0,0
109534,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
109549,1,9,3,0,1,1,0,1,2,6,1,0,0,3,0,2,0
109551,1,7,1,0,0,1,0,3,3,9,0,0,0,3,0,1,0
109565,1,7,2,1,2,1,0,2,1,6,-1,0,0,5,0,2,0
109795,2,12,0,0,15,4,1,10,0,7,-10,0,0,4,0,1,0
109835,2,7,0,0,0,0,0,10,10,1,0,10,0,1,0,2,0
109861,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109865,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109866,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109867,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
109883,2,8,0,0,4,0,0,20,3,42,-17,0,0,5,8,1,0
110271,-1,1,0,4,1,4,0,0,0,1,0,0,0,13,0,0,1
110380,2,27,0,10,4,0,0,23,44,25,21,1,3,3,0,1,0
110389,1,8,1,2,3,0,0,1,3,6,2,0,1,3,0,1,0
110391,1,8,1,3,3,0,0,2,3,5,1,0,1,3,0,1,0
110401,1,8,1,1,4,0,0,0,1,5,1,0,1,3,0,1,0
110403,1,7,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110406,1,10,1,2,3,2,0,3,3,5,0,0,1,3,0,2,0
110407,1,8,1,1,3,0,0,0,3,5,3,0,2,3,0,1,0
110408,2,26,0,3,3,0,0,21,39,26,18,1,1,3,0,1,0
110409,2,33,0,10,4,0,0,36,68,40,32,1,1,3,0,1,0
110410,2,22,0,3,2,0,0,26,31,15,5,2,1,3,0,1,0
110411,2,20,0,3,4,0,0,17,29,22,12,1,3,3,0,1,0
110412,2,26,0,4,3,0,0,23,38,21,15,1,1,3,0,1,0
110419,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110422,1,9,1,1,3,0,0,0,1,5,1,0,1,3,0,1,0
110425,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110426,1,8,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110428,1,8,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110429,1,8,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110430,1,8,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110431,1,11,1,1,3,0,0,3,3,5,0,0,1,3,0,1,0
110432,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110433,1,11,1,1,3,2,0,1,3,5,2,0,1,3,0,1,0
110436,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110440,1,9,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110442,1,9,1,2,3,0,0,2,3,5,1,0,1,3,0,1,0
110443,1,8,1,2,4,0,0,3,2,5,-1,0,1,3,0,1,0
110445,1,7,1,2,3,0,0,3,3,5,0,0,1,3,0,1,0
110447,1,9,1,2,8,3,0,0,3,5,3,0,1,3,0,1,0
110450,1,11,1,5,3,2,0,1,2,5,1,0,1,3,0,1,0
110454,1,11,1,5,3,2,0,1,2,5,1,0,1,3,0,1,0
110460,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110462,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110465,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110466,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110467,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110468,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110469,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110471,1,8,1,2,3,0,0,1,4,5,3,0,1,3,0,1,0
110473,1,7,1,2,5,1,0,1,3,5,2,0,1,3,0,1,0
110479,1,9,1,3,3,0,0,6,3,5,-3,0,1,3,0,1,0
110485,1,9,1,2,3,1,0,1,3,5,2,0,1,3,0,1,0
110487,1,15,1,2,3,1,1,11,4,5,-7,0,1,3,0,2,0
110493,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110494,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110496,1,9,1,1,3,0,0,0,1,7,1,0,1,3,0,1,0
110499,1,9,1,1,4,0,0,1,3,5,2,0,1,3,0,1,0
110500,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110501,1,7,1,1,4,0,0,3,1,5,-2,0,1,3,0,1,0
110502,1,7,1,1,3,0,0,1,1,5,0,0,1,3,0,1,0
110504,1,7,1,1,7,0,0,0,1,6,1,0,1,3,0,1,0
110506,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110507,1,8,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110508,1,7,1,2,3,0,0,3,3,5,0,0,1,3,0,1,0
110511,1,11,1,2,3,0,0,7,2,6,-5,0,1,3,0,1,0
110512,1,8,1,2,3,0,0,1,3,5,2,0,1,3,0,1,0
110516,1,9,1,1,3,0,0,1,3,5,2,0,1,3,0,1,0
110517,1,9,1,1,4,0,0,1,2,5,1,0,1,3,0,1,1
110518,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110519,1,8,1,1,3,0,0,4,3,5,-1,0,1,3,0,1,0
110522,1,8,1,1,4,1,0,0,2,5,2,0,1,3,0,1,0
110523,1,11,1,5,3,2,0,0,2,5,2,0,1,3,0,1,0
110525,1,10,1,1,3,0,0,7,5,6,-2,0,1,5,0,1,0
110572,2,21,0,1,1,0,0,14,24,12,10,2,0,3,0,1,0
110638,-1,1,0,0,1,1,0,2,0,0,-2,0,0,5,1,0,0
110807,1,49,3,22,6,12,1,0,0,2,0,0,0,0,0,1,0
110982,1,7,0,1,7,1,0,0,5,5,5,1,0,6,0,1,0
111000,1,7,0,3,2,5,0,2,2,3,0,0,0,2,0,2,0
111008,1,7,0,2,2,5,0,0,2,3,2,0,0,2,0,2,0
111034,-1,1,0,4,1,4,0,0,2,1,2,2,0,2,0,0,0
111039,2,4,0,2,1,4,0,11,2,11,-9,0,0,2,0,1,0
111048,2,8,0,0,4,0,0,0,4,19,4,0,0,0,5,1,0
111056,-1,1,0,2,1,5,0,3,2,1,-1,2,0,3,0,0,0
111124,1,5,0,2,1,4,0,2,2,3,0,0,0,2,0,2,0
111144,1,7,0,2,2,4,0,3,3,3,0,1,0,2,0,2,0
111151,1,6,0,3,2,4,0,2,3,3,1,1,0,2,0,2,0
111181,-1,4,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0
111207,-1,4,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
111233,1,4,0,2,2,4,0,1,3,2,2,1,1,2,0,2,0
111238,1,5,0,2,1,4,0,0,2,3,2,0,0,2,0,2,0
111241,1,5,0,2,1,4,0,0,2,3,2,0,0,2,0,2,0
111264,1,4,1,3,1,4,0,1,2,3,1,0,0,2,0,2,0
111265,1,4,0,3,2,4,0,0,3,3,3,1,0,2,0,2,0
111267,1,5,0,2,1,4,0,0,2,3,2,0,0,2,0,2,0
111268,1,4,1,2,2,4,0,0,3,3,3,1,0,2,0,2,0
111270,1,4,1,2,1,4,0,0,2,3,2,0,0,2,0,2,0
111273,1,5,0,2,2,7,0,2,3,2,1,1,0,2,0,2,0
111275,1,4,0,2,2,4,0,1,3,2,2,1,1,2,0,2,0
111281,1,4,0,3,3,4,0,1,3,3,2,1,0,2,0,2,0
111284,1,6,0,2,2,4,0,2,3,4,1,0,0,2,0,2,0
111308,1,4,0,3,3,4,0,1,3,3,2,1,0,2,0,2,0
111321,2,5,0,2,1,6,0,10,2,12,-8,0,0,2,0,1,0
111335,1,6,0,2,1,4,0,2,2,3,0,0,0,2,0,2,0
111357,1,5,0,2,3,4,0,0,4,3,4,1,0,2,0,2,0
111381,1,5,0,2,3,4,0,0,4,3,4,1,0,2,0,2,0
111460,-1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
111539,-1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
111594,-1,0,0,0,1,2,0,1,4,3,3,1,0,2,0,0,0
111667,-1,2,0,0,0,1,0,0,2,10,2,0,0,12,1,0,0
111690,-1,2,0,0,0,1,0,0,2,1,2,2,0,2,1,0,0
111966,-1,2,0,0,0,1,0,0,2,1,2,2,0,2,1,0,0
112942,-1,23,0,0,5,1,0,0,7,2,7,3,0,6,0,1,0
112952,-1,5,0,0,5,1,0,3,7,1,4,7,0,5,0,0,0
112954,-1,25,8,19,6,2,0,3,8,2,5,4,0,6,0,1,0
112987,1,15,0,0,6,2,0,0,7,3,7,2,0,6,0,2,0
113477,-1,4,0,0,6,12,0,0,3,0,3,3,0,2,0,1,0
113725,-1,0,0,1,4,0,1,0,7,1,7,7,0,12,6,0,0
113767,-1,6,0,0,2,8,0,1,2,2,1,1,0,6,0,0,0
114065,2,16,0,2,1,10,0,2,2,8,0,0,0,5,0,1,0
114531,-1,2,0,0,3,12,0,2,0,1,-2,0,0,6,0,1,0
114704,-1,1,0,1,3,5,0,0,2,0,2,2,0,2,0,0,0
114950,-1,6,0,0,17,0,0,0,15,1,15,15,0,6,3,1,0
114959,-1,6,0,0,18,0,0,0,16,1,16,16,0,4,3,1,0
115303,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
115417,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
115843,-1,0,0,0,4,3,0,0,4,2,4,2,0,1,0,0,0
116006,-1,0,0,0,6,5,0,0,5,15,5,0,0,1,0,0,0
116268,-1,1,0,1,6,0,0,0,8,2,8,4,0,1,0,0,0
117652,-1,8,1,3,11,0,0,0,6,0,6,6,0,3,0,1,0
117788,-1,0,0,0,5,0,0,0,3,0,3,3,0,3,0,0,0
117918,-1,0,2,1,5,1,0,0,22,4,22,5,0,4,0,0,0
117992,-1,6,0,0,17,0,0,0,15,1,15,15,0,6,3,1,0
